sentence,relation,enhanced_sentence,label_id
The findings clearly show a high level of <e1>satisfaction</e1> from <e2>customers</e2> using new cutting-edge retail technology that has led to higher sales.,18,"The findings clearly show a high level of <e1>satisfaction</e1> from <e2>customers</e2> using new cutting-edge retail technology that has led to higher sales. [SEP] satisfaction: the contentment one feels when one has fulfilled a desire, need, or expectation [KG: No data] [SEP] customers: someone who pays for goods or services [KG: No data]",18
She looked like Lauren Bacall in those days and dated a few of the <e1>engineers</e1> from the <e2>refinery</e2>.,8,She looked like Lauren Bacall in those days and dated a few of the <e1>engineers</e1> from the <e2>refinery</e2>. [SEP] engineers: a person who uses scientific knowledge to solve practical problems [KG: No data] [SEP] refinery: an industrial plant for purifying a crude substance [KG: No data],8
The <e1>experimenters</e1> designed the <e2>shape</e2> and size of the enlarged fiber ends so they don't experience the stresses that usually snap fibers and limit a short-fiber composite's performance.,18,The <e1>experimenters</e1> designed the <e2>shape</e2> and size of the enlarged fiber ends so they don't experience the stresses that usually snap fibers and limit a short-fiber composite's performance. [SEP] experimenters: a research worker who conducts experiments [KG: No data] [SEP] shape: any spatial attributes (especially as defined by outline) [KG: http://www.wikidata.org/prop/direct/P1629: shape; http://www.wikidata.org/prop/direct/P1687: shape; http://www.wikidata.org/prop/direct/P279: shape],18
Cuban <e1>ballplayers</e1> wield a bigger <e2>policy bat</e2>.,11,Cuban <e1>ballplayers</e1> wield a bigger <e2>policy bat</e2>. [SEP] ballplayers: an athlete who plays baseball [KG: No data] [SEP] policy bat: N/A [KG: No data],11
The <e1>light</e1> in the background is from the <e2>sunrise</e2>.,1,The <e1>light</e1> in the background is from the <e2>sunrise</e2>. [SEP] light: (physics) electromagnetic radiation that can produce a visual sensation [KG: http://www.wikidata.org/prop/direct/P1889: light; http://www.wikidata.org/prop/direct/P1889: light] [SEP] sunrise: the first light of day [KG: No data],1
"However, the two <e1>brothers</e1> created the Glagolithic <e2>alphabet</e2>; it was their disciple Saint Climent who invented the simpler Cyrillic alphabet and named it in honor of his teacher.",17,"However, the two <e1>brothers</e1> created the Glagolithic <e2>alphabet</e2>; it was their disciple Saint Climent who invented the simpler Cyrillic alphabet and named it in honor of his teacher. [SEP] brothers: a male with the same parents as someone else [KG: No data] [SEP] alphabet: a character set that includes letters and is used to write a language [KG: http://www.wikidata.org/prop/direct/P1889: alphabet]",17
"<e1>Chicken</e1> <e2>bouillon</e2> is obtained in three different forms, either liquid, powder or in cubes.",9,"<e1>Chicken</e1> <e2>bouillon</e2> is obtained in three different forms, either liquid, powder or in cubes. [SEP] Chicken: the flesh of a chicken used for food [KG: http://www.wikidata.org/prop/direct/P2550: Chicken] [SEP] bouillon: a clear seasoned broth [KG: No data]",9
<e1>Thieves</e1> used a <e2>blowtorch</e2> and bolt cutters to force their way through a fenced area topped with razor wire.,11,<e1>Thieves</e1> used a <e2>blowtorch</e2> and bolt cutters to force their way through a fenced area topped with razor wire. [SEP] Thieves: a criminal who takes property belonging to someone else with the intention of keeping it or selling it [KG: http://www.wikidata.org/prop/direct/P1889: Thieves; http://www.wikidata.org/prop/direct/P1889: Thieves] [SEP] blowtorch: a burner that mixes air and gas to produce a very hot flame [KG: No data],11
The <e1>booby trap</e1> Puller stepped on was made with a <e2>howitzer shell</e2>.,3,The <e1>booby trap</e1> Puller stepped on was made with a <e2>howitzer shell</e2>. [SEP] booby trap: N/A [KG: No data] [SEP] howitzer shell: N/A [KG: No data],3
The milled powder is then heated converting it into a <e1>vapour</e1> which is then carried in a <e2>stream</e2> of argon to be deposited on the wafer.,18,The milled powder is then heated converting it into a <e1>vapour</e1> which is then carried in a <e2>stream</e2> of argon to be deposited on the wafer. [SEP] vapour: a visible suspension in the air of particles of some substance [KG: No data] [SEP] stream: a natural body of running water flowing on or under the earth [KG: No data],18
The <e1>information</e1> on the recorded talks is kept in the <e2>database</e2>.,4,The <e1>information</e1> on the recorded talks is kept in the <e2>database</e2>. [SEP] information: a message received and understood [KG: http://www.wikidata.org/prop/direct/P460: information; http://www.wikidata.org/prop/direct/P460: information] [SEP] database: an organized body of related information [KG: No data],4
"About 2000 feet of <e1>passageways</e1> have been located inside the <e2>cave</e2>, and about half of that has been mapped.",2,"About 2000 feet of <e1>passageways</e1> have been located inside the <e2>cave</e2>, and about half of that has been mapped. [SEP] passageways: a passage between rooms or between buildings [KG: No data] [SEP] cave: a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea [KG: http://www.wikidata.org/prop/direct/P279: cave; http://www.wikidata.org/prop/direct/P460: cave; http://www.wikidata.org/prop/direct/P180: cave]",2
The <e1>island</e1> was farmed for <e2>oats</e2> and barley until 1796 when the owner mandated that oak and alder trees be planted.,9,The <e1>island</e1> was farmed for <e2>oats</e2> and barley until 1796 when the owner mandated that oak and alder trees be planted. [SEP] island: a land mass (smaller than a continent) that is surrounded by water [KG: No data] [SEP] oats: annual grass of Europe and North Africa; grains used as food and fodder (referred to primarily in the plural: `oats') [KG: No data],9
"Because winter has been mild in much of the country, <e1>oil</e1> <e2>prices</e2> have been low for the past few months.",18,"Because winter has been mild in much of the country, <e1>oil</e1> <e2>prices</e2> have been low for the past few months. [SEP] oil: a slippery or viscous liquid or liquefiable substance not miscible with water [KG: No data] [SEP] prices: the property of having material worth (often indicated by the amount of money something would bring if sold) [KG: No data]",18
"The <e1>watchmaker</e1> makes the <e2>watch</e2>, he winds it up, he sets it going, he is outside the process but he initiates the process, he sets the hands in motion.",17,"The <e1>watchmaker</e1> makes the <e2>watch</e2>, he winds it up, he sets it going, he is outside the process but he initiates the process, he sets the hands in motion. [SEP] watchmaker: someone who makes or repairs watches [KG: No data] [SEP] watch: a small portable timepiece [KG: No data]",17
"The <e1>introduction</e1> of the gas stove, the electric mixer and the food processor made the <e2>process</e2> easier, faster and more reliable.",18,"The <e1>introduction</e1> of the gas stove, the electric mixer and the food processor made the <e2>process</e2> easier, faster and more reliable. [SEP] introduction: the act of beginning something new [KG: No data] [SEP] process: a particular course of action intended to achieve a result [KG: http://www.wikidata.org/prop/direct/P279: process; http://www.wikidata.org/prop/direct/P279: process; http://www.wikidata.org/prop/direct/P279: process]",18
"Our powered <e1>scissors</e1> effortlessly cut <e2>fabrics</e2>, gift wrap, vinyl and much more.",18,"Our powered <e1>scissors</e1> effortlessly cut <e2>fabrics</e2>, gift wrap, vinyl and much more. [SEP] scissors: an edge tool having two crossed pivoting blades [KG: http://www.wikidata.org/prop/direct/P138: scissors; http://www.wikidata.org/prop/direct/P180: scissors] [SEP] fabrics: artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers [KG: No data]",18
"The volunteers enjoy a sense of satisfaction and personal <e1>fulfillment</e1> from <e2>helping</e2> others, and recent findings suggest that this feeling may well be a major reason why many people choose to volunteer.",1,"The volunteers enjoy a sense of satisfaction and personal <e1>fulfillment</e1> from <e2>helping</e2> others, and recent findings suggest that this feeling may well be a major reason why many people choose to volunteer. [SEP] fulfillment: a feeling of satisfaction at having achieved your desires [KG: No data] [SEP] helping: an individual quantity of food or drink taken as part of a meal [KG: No data]",1
"The simulation <e1>study</e1> produces voluminous <e2>results</e2>, since there are two types of models, each with four different specifications and with two sample sizes involved.",18,"The simulation <e1>study</e1> produces voluminous <e2>results</e2>, since there are two types of models, each with four different specifications and with two sample sizes involved. [SEP] study: a detailed critical inspection [KG: http://www.wikidata.org/prop/direct/P366: study] [SEP] results: a phenomenon that follows and is caused by some previous phenomenon [KG: No data]",18
"Stadler agrees, stating that <e1>progress</e1> comes from unexpected <e2>sources</e2>.",8,"Stadler agrees, stating that <e1>progress</e1> comes from unexpected <e2>sources</e2>. [SEP] progress: gradual improvement or growth or development [KG: http://www.wikidata.org/prop/direct/P1889: progress; http://www.wikidata.org/prop/direct/P1889: progress] [SEP] sources: the place where something begins, where it springs into being [KG: No data]",8
"Interestingly, the <e1>sink</e1> was inside the <e2>room</e2>.",2,"Interestingly, the <e1>sink</e1> was inside the <e2>room</e2>. [SEP] sink: plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe [KG: http://www.wikidata.org/prop/direct/P279: sink] [SEP] room: an area within a building enclosed by walls and floor and ceiling [KG: No data]",2
